,rightankle,leftankle,rightknee,leftknee,righthip,lefthip,rightshoulder,leftshoulder,rightankle leftankle,rightankle rightknee,rightankle leftknee,rightankle righthip,rightankle lefthip,rightankle rightshoulder,rightankle leftshoulder,leftankle rightknee,leftankle leftknee,leftankle righthip,leftankle lefthip,leftankle rightshoulder,leftankle leftshoulder,rightknee leftknee,rightknee righthip,rightknee lefthip,rightknee rightshoulder,rightknee leftshoulder,leftknee righthip,leftknee lefthip,leftknee rightshoulder,leftknee leftshoulder,righthip lefthip,righthip rightshoulder,righthip leftshoulder,lefthip rightshoulder,lefthip leftshoulder,rightshoulder leftshoulder,curve
122,136.88,127.7,167.07,160.2,148.36,151.94,21.83,69.93,17479.576,22868.541599999997,21928.176,20307.5168,20797.547199999997,2988.0903999999996,9572.0184,21334.839,20457.539999999997,18945.572000000004,19402.738,2787.691,8930.061000000002,26764.613999999998,24786.5052,25384.6158,3647.1380999999997,11683.205100000001,23767.272,24340.787999999997,3497.1659999999993,11202.786,22541.8184,3238.6988,10374.814800000002,3316.8502,10625.164200000001,1526.5719000000001,0
123,132.45,140.3,167.89,164.38,145.68,152.41,18.65,80.55,18582.735,22237.030499999997,21772.130999999998,19295.316,20186.704499999996,2470.1924999999997,10668.847499999998,23554.967,23062.514000000003,20438.904000000002,21383.123,2616.595,11301.165,27597.758199999997,24458.2152,25588.114899999997,3131.1484999999993,13523.539499999999,23946.8784,25053.1558,3065.687,13240.809,22203.0888,2716.932,11734.524,2842.4464999999996,12276.6255,1502.2575,0
124,161.73,173.42,166.33,174.36,151.27,161.01,16.94,69.16,28047.216599999996,26900.550900000002,28199.2428,24464.8971,26040.147299999997,2739.7062,11185.246799999999,28844.9486,30237.5112,26233.2434,27922.354199999998,2937.7348,11993.7272,29001.298800000004,25160.739100000003,26780.7933,2817.6302000000005,11503.3828,26375.437200000004,28073.7036,2953.6584000000003,12058.7376,24355.9827,2562.5138,10461.833200000001,2727.5094,11135.451599999999,1171.5704,0
125,157.78,152.84,165.57,173.4,151.11,161.96,20.26,66.84,24115.0952,26123.634599999998,27359.052,23842.135800000004,25554.0488,3196.6228,10546.0152,25305.7188,26502.456000000002,23095.652400000003,24753.9664,3096.5384000000004,10215.8256,28709.838,25019.2827,26815.7172,3354.4482000000003,11066.6988,26202.474000000002,28083.864,3513.0840000000003,11590.056,24473.775600000004,3061.4886000000006,10100.192400000002,3281.3096000000005,10825.406400000002,1354.1784000000002,0
126,101.96,107.63,162.36,155.82,145.43,155.15,1.06,35.91,10973.9548,16554.2256,15887.407199999998,14828.0428,15819.094,108.0776,3661.383599999999,17474.806800000002,16770.9066,15652.6309,16698.7945,114.0878,3864.9932999999996,25298.9352,23612.014800000004,25190.154000000002,172.10160000000002,5830.3476,22660.9026,24175.472999999998,165.1692,5595.4962,22563.464500000002,154.15580000000003,5222.391299999999,164.459,5571.4365,38.0646,0
127,139.85,140.97,154.33,139.62,130.29,130.53,5.21,35.26,19714.6545,21583.0505,19525.857,18221.0565,18254.6205,728.6184999999999,4931.111,21755.900100000003,19682.2314,18366.9813,18400.8141,734.4537,4970.602199999999,21547.554600000003,20107.6557,20144.694900000002,804.0593,5441.6758,18191.089799999998,18224.5986,727.4202,4923.0012,17006.753699999997,678.8109,4594.0253999999995,680.0613,4602.4878,183.7046,0
128,112.79,135.49,127.18,147.53,115.74,138.63,3.96,39.95,15281.917100000002,14344.632200000002,16639.9087,13054.3146,15636.0777,446.64840000000004,4505.9605,17231.6182,19988.8397,15681.6126,18782.9787,536.5404,5412.825500000001,18762.865400000002,14719.8132,17630.9634,503.63280000000003,5080.841,17075.122199999998,20452.083899999998,584.2188,5893.8235,16045.036199999999,458.3304,4623.813,548.9748,5538.2685,158.202,0
129,110.97,128.63,170.81,169.07,146.67,155.91,21.5,82.83,14274.0711,18954.7857,18761.6979,16275.969899999998,17301.3327,2385.855,9191.6451,21971.2903,21747.4741,18866.162099999998,20054.703299999997,2765.545,10654.4229,28878.8467,25052.702699999998,26630.9871,3672.415,14148.1923,24797.4969,26359.7037,3635.0049999999997,14004.068099999999,22867.319699999996,3153.4049999999997,12148.676099999999,3352.065,12914.0253,1780.845,0
130,120.58,140.15,130.52,142.03,119.98,138.53,2.29,56.82,16899.287,15738.101600000002,17125.9774,14467.188400000001,16703.9474,276.1282,6851.3556,18292.378,19905.504500000003,16815.197,19414.9795,320.94350000000003,7963.323,18537.7556,15659.789600000002,18080.9356,298.8908,7416.1464000000005,17040.7594,19675.4159,325.2487,8070.1446000000005,16620.829400000002,274.7542,6817.2636,317.2337,7871.2746,130.11780000000002,0
131,118.55,137.39,128.65,140.4,118.1,136.61,2.99,58.57,16287.584499999997,15251.4575,16644.420000000002,14000.755,16195.115500000002,354.46450000000004,6943.4735,17675.2235,19289.556,16225.758999999998,18768.8479,410.79609999999997,8046.9322999999995,18062.460000000003,15193.565,17574.876500000002,384.66350000000006,7535.030500000001,16581.24,19180.044,419.79600000000005,8223.228000000001,16133.641000000001,353.119,6917.116999999999,408.4639000000001,8001.247700000001,175.1243,0
132,95.7,115.23,152.99,165.58,140.42,158.71,12.61,23.34,11027.511,14641.143000000002,15846.006000000001,13438.194,15188.547,1206.777,2233.638,17629.0377,19079.783400000004,16180.596599999999,18288.1533,1453.0502999999999,2689.4682000000003,25332.084200000005,21482.8558,24281.042900000004,1929.2039,3570.7866000000004,23250.743599999998,26279.201800000003,2087.9638,3864.6372,22286.0582,1770.6961999999999,3277.4028,2001.3331,3704.2914,294.31739999999996,0
133,133.91,102.5,138.13,170.26,128.73,158.41,0.02,18.93,13725.775,18496.988299999997,22799.5166,17238.234299999996,21212.6831,2.6782,2534.9163,14158.324999999999,17451.649999999998,13194.824999999999,16237.025,2.05,1940.325,23518.013799999997,17781.474899999997,21881.1733,2.7626,2614.8008999999997,21917.569799999997,26970.886599999998,3.4052,3223.0218,20392.1193,2.5745999999999998,2436.8588999999997,3.1682,2998.7012999999997,0.3786,0
134,112.01,111.58,146.83,143.98,134.98,152.45,1.98,16.22,12498.0758,16446.428300000003,16127.1998,15119.1098,17075.9245,221.7798,1816.8021999999999,16383.291400000002,16065.2884,15061.068399999998,17010.371,220.92839999999998,1809.8275999999998,21140.5834,19819.113400000002,22384.2335,290.7234,2381.5826,19434.420399999995,21949.750999999997,285.0804,2335.3556,20577.700999999997,267.2604,2189.3756,301.851,2472.7389999999996,32.1156,0
135,100.99,116.33,165.18,177.98,148.76,169.56,25.16,34.84,11748.1667,16681.5282,17974.2002,15023.272399999998,17123.8644,2540.9084,3518.4916000000003,19215.3894,20704.413399999998,17305.250799999998,19724.9148,2926.8628,4052.9372000000003,29398.736399999998,24572.1768,28007.9208,4155.928800000001,5754.8712000000005,26476.304799999998,30178.2888,4477.9767999999995,6200.8232,25223.7456,3742.8016,5182.798400000001,4266.1296,5907.470400000001,876.5744000000001,0
136,123.59,125.17,143.03,175.9,134.54,168.25,12.9,31.99,15469.7603,17677.0777,21739.481,16627.7986,20794.0175,1594.3110000000001,3953.6441,17903.0651,22017.403000000002,16840.3718,21059.8525,1614.693,4004.1883,25158.977000000003,19243.2562,24064.7975,1845.087,4575.5297,23665.586,29595.175,2269.11,5627.041,22636.355,1735.566,4303.9346,2170.425,5382.3175,412.671,0
137,129.3,125.25,148.42,148.43,136.94,149.95,3.78,12.56,16194.825,19190.706,19191.999000000003,17706.342,19388.535,488.754,1624.0080000000003,18589.605,18590.857500000002,17151.735,18781.2375,473.445,1573.14,22029.9806,20324.634799999996,22255.578999999998,561.0275999999999,1864.1552,20326.0042,22257.0785,561.0654,1864.2808000000002,20534.153,517.6332,1719.9664,566.8109999999999,1883.3719999999998,47.4768,0
138,113.34,128.69,149.08,146.32,137.01,146.76,0.54,11.54,14585.7246,16896.7272,16583.9088,15528.713399999999,16633.7784,61.20360000000001,1307.9435999999998,19185.1052,18829.9208,17631.816899999998,18886.5444,69.49260000000001,1485.0826,21813.3856,20425.4508,21878.9808,80.5032,1720.3832,20047.3032,21473.923199999997,79.0128,1688.5327999999997,20107.5876,73.9854,1581.0953999999997,79.2504,1693.6103999999998,6.2316,0
139,86.42,106.52,135.56,163.05,136.04,165.35,3.72,21.8,9205.4584,11715.0952,14090.781,11756.576799999999,14289.547,321.48240000000004,1883.9560000000001,14439.8512,17368.086,14490.9808,17613.082,396.25440000000003,2322.136,22103.058,18441.5824,22414.846,504.2832,2955.208,22181.322,26960.3175,606.546,3554.4900000000002,22494.213999999996,506.0688,2965.672,615.102,3604.63,81.096,0
140,132.82,127.81,167.21,154.73,149.75,144.62,7.61,21.71,16975.7242,22208.8322,20551.238599999997,19889.795,19208.4284,1010.7601999999999,2883.5222,21371.1101,19776.0413,19139.5475,18483.8822,972.6341000000001,2774.7551000000003,25872.403299999998,25039.697500000002,24181.910200000002,1272.4681,3630.1291,23170.817499999997,22377.0526,1177.4953,3359.1883,21656.845,1139.5975,3251.0725,1100.5582000000002,3139.7002,165.21310000000003,0
141,122.03,117.99,139.77,162.23,135.55,161.85,1.75,15.99,14398.3197,17056.133100000003,19796.9269,16541.166500000003,19750.5555,213.5525,1951.2597,16491.4623,19141.517699999997,15993.5445,19096.6815,206.4825,1886.6601,22674.8871,18945.823500000002,22621.7745,244.59750000000003,2234.9223,21990.2765,26256.925499999998,283.9025,2594.0577,21938.7675,237.21250000000003,2167.4445,283.2375,2587.9815,27.9825,0
